plant_id,name,gppd_idnr,capacity_mw,fuel_id,commissioning_year,wepp_id,,owner,source,geolocation_source,year_of_capacity_data
279,PARQUE EOLICO ARAUCO SAPEM I,ARG0000192,25.2,#N/A,,,,PARQUE EOLICO ARAUCO S.A.,,,2015
280,PARQUE EOLICO ARAUCO SAPEM II,ARG0000193,25.2,#N/A,,,,PARQUE EOLICO ARAUCO S.A.,,,2015
281,PARQUE EOLICO DIADEMA,ARG0000081,6.3,#N/A,,,,HYCHICO SA,,,2015
282,PARQUE EOLICO EL TORDILLO,ARG0000082,3,#N/A,,,,VIENTOS DE LA PATAGONIA I.S.A./ENARSA,,,2015
283,PARQUE EOLICO LOMA BLANCA IV (ENARSA),ARG0000075,50,#N/A,,,,ENARSA,,,2015
284,PARQUE EOLICO RAWSON I (ENARSA),ARG0000076,48.6,#N/A,,1082815,,ENARSA,,,2015
285,PARQUE EOLICO RAWSON II (ENARSA),ARG0000077,28.8,#N/A,,1082815,,ENARSA,,,2015
286,PASO DE LOS LIBRES,ARG0000132,2.135,8,,1013704,,DPEC,,,2015
287,PATAGONIA,ARG0000078,123.7,4,2001.1,1016239,,ENERGIA DEL SUR SA,,,2015
288,PERUGORRIA,ARG0000133,1.11,8,,1048648,,DPEC,,,2015
289,PICO TRUNCADO - JORGE ROMANUTTI,ARG0000305,2.4,#N/A,,,,MUNICIPAL,,,2015
290,PICO TRUNCADO I,ARG0000304,45.6,4,,1033686,,CT PATAGONICAS SA,,,2015
291,PIEDRA DEL AGUILA (CPSA),ARG0000233,1400,6,1993.5,1018415,,CENTRAL PUERTO S.A,,,2015
292,PIEDRAS MORAS,ARG0000099,6.3,6,1995,1015808,,EPEC,,,2015
293,PILAR  BICENTENARIO,ARG0000100,467,4,2010.3,,,EPEC,,,2015
294,PILAR ZANICHELLI,ARG0000101,216,1,1971.3,1015809,,EPEC,,,2015
295,PLANICIE BANDERITA,ARG0000241,472,6,1979,,,DUKE ENERGY CERROS COLORADOS SA,,,2015
296,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,ARG0000298,1.2,11,,,,EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO,,,2015
297,PRESIDENTE SARMIENTO,ARG0000289,31.5,4,,1009775,,AES ARGENTINA GENERACION S.A.,,,2015
298,PUEBLO VIEJO,ARG0000340,19.2,6,1967,1009883,,H. TUCUMAN SA,,,2015
299,PUERTO MADRYN,ARG0000073,42,4,,1009884,,CT PATAGONICAS SA,,,2015
300,PUERTO NUEVO,ARG0000045,589,1,1965.5,,,CT PUERTO SA,,,2015
301,PUNTA ALTA - CENTENARIO,ARG0000017,1.8,#N/A,,1013293,,COOPERATIVAS,,,2015
302,QUEBRADA DE ULLUM,ARG0000299,45,6,1981,1009779,,EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO,,,2015
303,RIO CORRALITO,ARG0000282,13.2,6,1962,1009886,,AES ARGENTINA GENERACION S.A.,,,2015
304,RIO CUARTO,ARG0000103,35.57,4,1974.5,1015810,,EPEC,,,2015
305,RIO GRANDE,ARG0000104,750,6,1986,,,EPEC,,,2015
306,RIO HONDO,ARG0000332,19,6,1976,1018426,,H. RIO HONDO SA,,,2015
307,SALTO ANDERSEN,ARG0000271,7.9,6,2012,1082818,,DPA RIO NEGRO,,,2015
308,SALTO GRANDE (MITAD ARGENTINA),ARG0000144,945,6,1980.4,,,CTMSG,,,2015
309,SAN FRANCISCO,ARG0000105,40,4,1978.5,1048466,,EPEC,,,2015
310,SAN MARTIN DE LOS ANDES,ARG0000250,4.218,8,,1048777,,EPEN,,,2015
311,SAN NICOLAS,ARG0000002,644,1,1965.4,1011932,,AES ARGENTINA GENERACION S.A.,,,2015
312,SAN PEDRO,ARG0000227,2.216,8,,1009890,,EMSA,,,2015
313,SAN ROQUE,ARG0000107,26,6,1944,1048630,,EPEC,,,2015
314,SANTA ISABEL,ARG0000181,2.25,8,,1048709,,APE,,,2015
315,SANTO TOME,ARG0000135,2.684,8,,1048650,,DPEC,,,2015
316,SORRENTO,ARG0000313,226,1,1962.2,1009895,,GENERACION ROSARIO SA,,,2015
317,SUDOESTE,ARG0000108,140,4,1981,,,EPEC,,,2015
318,Saujil,WKS0071209,22.5,11,,,,,Wiki-Solar,Wiki-Solar,
319,TARTAGAL,ARG0000283,17,4,,1086546,,AES ARGENTINA GENERACION S.A.,,,2015
320,TENARIS SIDERCA CETE II,ARG0000034,163.2,4,1998,,,SIDERCA SAIC,,,2015
321,TOSTADO,ARG0000312,3.2,8,,1048888,,EPESF,,,2015
322,ULLUM,ARG0000290,42,6,,1086316,,AES ARGENTINA GENERACION S.A.,,,2015
323,URUGUA-I,ARG0000228,120,6,1991,1014553,,EMSA,,,2015
324,VENADO TUERTO,ARG0000309,9.1,8,,1086563,,COOPERATIVA,,,2015
325,VILLA GESELL,ARG0000009,130,4,,,,CENTRALES DE LA COSTA ATLANTICA SA,,,2015
326,VILLA MARIA (LAS PLAYAS),ARG0000109,48,4,1971,1015807,,EPEC,,,2015
327,VUELTA DE OBLIGADO,ARG0000308,560,4,,1093945,,CENTRAL VUELTA DE OBLIGADO SA,,,2015
328,YACYRETA,ARG0000136,1550,6,1995.6,1016581,,EBY,,,2015
329,Armenian-2,WRI1019028,375,7,1980,1010334,,Armenian Nuclear Power Company,IAEA,GEODB,
330,Hrazadan,WRI1019027,1110,4,,1010329,,Hrazdan Energy Company,Armenia Ministry of Energy and Natural Resources,GEODB,
331,New Yerevan,WRI1019026,271,4,2010,,,Yerevan  TPP,Armenia Ministry of Energy and Natural Resources,WRI,
332,Sevan-Hrazdan Cascade,WRI1003805,561,6,,,,RusHydro,Armenia Ministry of Energy and Natural Resources,GEODB,
333,Shamb,WRI1019030,170,6,1978,,,Ministry of Energy an Natural Resources,Armenia Ministry of Energy and Natural Resources,GEODB,
334,Spandaryan,WRI1019031,76,6,1989,,,Ministry of Energy an Natural Resources,Armenia Ministry of Energy and Natural Resources,GEODB,
335,Tatev,WRI1019029,158,6,1970,1010339,,Ministry of Energy an Natural Resources,Armenia Ministry of Energy and Natural Resources,WRI,
336,Yerevan,WRI1019025,550,4,,,,Yerevan TPP,Armenia Ministry of Energy and Natural Resources,WRI,
337,Adelaide Showgrounds,AUS0000432,1,11,,1078760,,Adelaide Showgrounds,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
338,Albany Wind Farm,AUS0000065,21.6,#N/A,,1049129,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
339,Amcor Gawler,AUS0000231,4,8,,,,Energy Response,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
340,Angaston,AUS0000232,50,8,,1065303,,Infratil Energy Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
341,Anglesea,AUS0000114,165,1,,1069504,,Alcoa of Australia Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
342,Angurugu,AUS0000615,3.6,8,,,,BHP,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
343,Appin (Mine),AUS0000264,55.6,4,,1011059,,Energy Developments CSM (NSW) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
344,Ararat Wind Farm,AUS0000611,240,#N/A,,,,Renewable Energy Systems Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
345,Argyle Diamond Mine,AUS0000220,32,8,,1060612,,Rio Tinto - Argyle Diamond Mines,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
346,Bairnsdale,AUS0000081,94,4,,1049309,,Alinta DEBO,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
347,Ballarat Base Hospital,AUS0000113,3,4,,1010684,,Ballarat Base Hospital,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
348,Banimboola,AUS0000014,12.85,6,,1060043,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
349,Bankstown Sports Club,AUS0000399,2,8,,,,Bankstown Sports Club,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
350,Bannerton Solar Farm,AUS0000608,88,11,,,,Foresight Solar Australia,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
351,Barcaldine (Len Wishaw),AUS0000008,37,4,,,,Ergon Energy Qld Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
352,Barcaldine KDB,WKS0065252,20,11,,,,,Wiki-Solar,Wiki-Solar,
353,Barcaldine YD,WKS0069521,10.9,11,,,,,Wiki-Solar,Wiki-Solar,
354,Barron Gorge,AUS0000151,60,6,,1010507,,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
355,Bastyan,AUS0000137,79.9,6,,1019006,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
356,Bayswater,AUS0000265,2640,1,,1014198,,Macquarie Generation,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
357,Belconnen,AUS0000400,1,13,,1049385,,EDL LFG ACT Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
358,Bell Bay (Bell Bay Three),AUS0000139,115,4,,1019007,,Aurora Energy Tamar Valley Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
359,Bendeela (Shoalhaven Scheme),AUS0000266,240,6,,1014214,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
360,Berrimah,AUS0000251,10,4,,1024437,,NT Government,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
361,Berwick,AUS0000080,7.2,13,,1016469,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
362,Beryl AU,WKS0069215,87,11,,,,,Wiki-Solar,Wiki-Solar,
363,Bidyadanga,AUS0000382,1.3,8,,1085158,,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
364,Blayney Wind Farm,AUS0000027,9.9,#N/A,,1044068,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
365,Blowering,AUS0000267,70,6,,1029076,,Snowy Hydro Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
366,Blue Lake Milling Power Plant,AUS0000376,1,8,,,,Vibe Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
367,Bluff Point (Woolnorth) Wind Farm,AUS0000009,65,#N/A,,,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
368,Boco Rock,AUS0000394,113,#N/A,,1083711,,Boco Rock Wind Farm Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
369,Bodangora Wind Farm,AUS0000422,113,#N/A,,1096627,,Infigen Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
370,Bogong (Mount Beauty Hydro Scheme),AUS0000102,300,6,,1062864,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
371,Braemar 1,AUS0000152,504,4,,1087315,,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
372,Braemar 2,AUS0000153,519,4,,1087314,,Arrow Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
373,Bremer Bay Diesel Backup,AUS0000349,1.3,8,,1063752,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
374,Brewer,AUS0000256,8.5,4,,,,Central Energy Power,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
375,Brisbane BNE,WKS0070137,6,11,,,,,Wiki-Solar,Wiki-Solar,
376,Broadmeadows,AUS0000082,12.2,13,,1016470,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
377,Broadwater,AUS0000268,38,2,,1077329,,NSW Sugar Milling,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
378,Broken Hill,AUS0000305,50,4,,1014200,,Essential Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
379,Broken Hill Solar Plant,AUS0000477,53,11,,,,AGL Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
380,Brooklyn,AUS0000079,2.83,13,,1061555,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
381,Broome,AUS0000180,39.6,4,,1030180,,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
382,Brown Mountain,AUS0000269,4.95,6,,1014201,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
383,Browns Plains,AUS0000078,2.2,13,,1016471,,Energy Developments LFG (Qld) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
384,Bulwer Island,AUS0000461,33,4,,1044067,,ATCO and Origin Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
385,Bungala I,WKS0066021,110,11,,,,,Wiki-Solar,Wiki-Solar,
386,Bungala II,WKS0070392,110,11,,,,,Wiki-Solar,Wiki-Solar,
387,Burrendong,AUS0000300,19,6,,1019040,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
388,Burrinjuck Power Station,AUS0000048,27,6,,1014203,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
389,Burrup Peninsula (Karratha Gas Plant),AUS0000181,240,4,,1020937,,Woodside Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
390,Burrup Peninsula (Pluto Phase 1),AUS0000182,160,4,,,,Woodside Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
391,Butlers Gorge,AUS0000127,14.4,6,,1019008,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
392,CSIRO Energy Centre,AUS0000438,1.5,11,,1002121,,CSIRO,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
393,Callide A,AUS0000178,30,1,,1010509,,CS Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
394,Callide B,AUS0000177,700,1,,1010509,,CS Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
395,Callide C,AUS0000176,840,1,,1010509,,CS Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
396,Camballin,AUS0000414,1.04,4,,1030182,,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
397,Canning Vale,AUS0000330,4,13,,1067435,,Landfill Gas and Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
398,Cannington Mine,AUS0000452,40,4,,1047647,,BHP Billiton,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
399,Canunda Wind Farm,AUS0000064,46,#N/A,,1059723,,International Power - GDF Suez Australia,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
400,Cape Bridgewater Wind Farm,AUS0000007,58,#N/A,,1078632,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
401,Cape Lambert,AUS0000462,105,4,,1027524,,Rio Tinto Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
402,Cape Nelson North Wind Farm,AUS0000112,22,#N/A,,,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
403,Cape Nelson South Wind Farm,AUS0000111,44,#N/A,,1055739,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
404,Cape Preston,AUS0000457,450,4,,,,Citic Pacific Mining,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
405,Cape Sir William Grant Wind Farm,AUS0000110,54,#N/A,,,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
406,Capital Hill Wind Farm,AUS0000047,140,#N/A,,1071422,,Infigen Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
407,Capral (Aluminium Smelter),AUS0000270,300,4,,,,Capral Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
408,Carnarvon,AUS0000386,15,4,,1030183,,,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
409,Catagunya,AUS0000126,48,6,,1019009,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
410,Cathedral Rocks Wind Farm,AUS0000063,66,#N/A,,1058286,,TRUenergy & Acciona Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
411,Cawse Nickel Mine,AUS0000415,21,4,,,,,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
412,Cethana,AUS0000144,85,6,,1019010,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
413,Challicum Hills Wind Farm,AUS0000006,52.5,#N/A,,1040167,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
414,Channel Island,AUS0000261,310,4,,1024439,,NT Government,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
415,Charlestown Square,AUS0000401,2.8,4,,,,GPT RE Limited,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
416,Childers,WKS0068499,75,11,,,,,Wiki-Solar,Wiki-Solar,
417,Christmas Creek Iron Ore Mine,AUS0000221,58,8,,1085168,,Contract Power Holdings,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
418,Clare Solar Farm,AUS0000528,130,11,,,,FRV-Fotowatio Renewable Ventures,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
419,Claytons,AUS0000083,11,13,,1016472,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
420,Clements Gap Wind Farm,AUS0000025,57,#N/A,,1058035,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
421,Clermont Solar Farm,AUS0000619,100,11,,,,,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
422,Cloudbreak,AUS0000324,44,8,,1085169,,Contract Power,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
423,Clover,AUS0000103,30,6,,1030164,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
424,Cluny,AUS0000125,17,6,,1019011,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
425,Cockburn,AUS0000183,240,4,,1055737,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
426,Codrington Wind Farm,AUS0000015,18.2,#N/A,,1045053,,Energy Pacific (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
427,Collgar Wind Farm,AUS0000307,206,#N/A,,1081301,,UBS IIT/ REST,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
428,Collie (Bluewaters),AUS0000184,416,1,,1062485,,Griffin Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
429,Collie A,AUS0000208,340,1,,1030184,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
430,Collinsville,AUS0000179,190,1,,1010512,,RATCH Australia,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
431,Collinsville Solar Farm,AUS0000590,42,11,,,,RATCH Australia Corporation Limited,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
432,Colongra,AUS0000271,724,4,,1064734,,Delta Electricity,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
433,Condamine A,AUS0000154,144,4,,,,Queensland Gas Company,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
434,Condong Sugar Mill,AUS0000263,30,2,,,,Delta Electricity,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
435,Copeton,AUS0000301,24,6,,1019041,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
436,Coral Bay Diesel Backup,AUS0000351,2.24,8,,1063760,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
437,Corio,AUS0000336,1,13,,1016473,,EDL LFG Vic Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
438,Crookwell Wind Farm,AUS0000046,4.8,#N/A,,,,Eraring Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
439,Crowlands Wind Farm,AUS0000518,80,#N/A,,,,Pacific Hydro,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
440,Cullerin Range Wind Farm,AUS0000003,30,#N/A,,1071870,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
441,Daandine,AUS0000155,33,4,,1064609,,Energy Infrastructure Investments Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
442,Dampier,AUS0000185,120,4,,1018123,,Rio Tinto Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
443,Darling Downs,AUS0000156,644,4,,1062112,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
444,Darling Downs Solar Farm,AUS0000526,110,11,,,,APA Group,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
445,Darlot Gold Mine,AUS0000321,11.7,4,,1085198,,Barrick Gold,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
446,Dartmouth (Mount Beauty Hydro Scheme),AUS0000109,150,6,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
447,Darwin DRW,WKS0068285,4,11,,,,,Wiki-Solar,Wiki-Solar,
448,Daydream Solar Farm ,AUS0000531,50,11,,,,Edify Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
449,DeGrussa,WKS0065085,10.6,11,,,,,Wiki-Solar,Wiki-Solar,
450,Denham Diesel Backup,AUS0000353,1.6,8,,,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
451,Derby,AUS0000366,12.53,4,,1058766,,Energy Developments Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
452,Devils Gate,AUS0000136,60,6,,1019012,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
453,Diamantina,AUS0000459,242,4,,1088740,,APA Group and AGL Energy Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
454,Dry Creek,AUS0000233,156,4,,1014351,,Synergen Power,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
455,Dubbo,WKS0064626,30,11,,,,,Wiki-Solar,Wiki-Solar,
456,EarthPower Biomass Plant,AUS0000272,3.9,13,,,,Earthpower Technologies Sydney Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
457,Eastern Creek,AUS0000045,5.4,13,,1057464,,Energy Developments LFG(NSW) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
